Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MEI,"Methode Electronics, Inc.",41.5,1526672992,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",50.92,54786516456,n/a,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",25.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MTD,"Mettler-Toledo International, Inc.",556.11,14359869639,n/a,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.09,81508350.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",16.63,249912480.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",8.07,3012726391,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",25.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b
MFO,"MFA Financial, Inc.",25.685,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MFCB,MFC Bancorp Ltd.,1.66,104069171.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb
MCR,MFS Charter Income Trust,8.64,444969910.1,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,4.92,160397495.6,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,4.2999,506238724.9,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,6.14,459927580.1,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,7.15,294491561.7,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,5.99,42435957.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,10.73,3976071900,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,27.66,1594940048,n/a,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,31.15,17903134927,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,36.74,5968229741,n/a,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,"Mid-America Apartment Communities, Inc.",98.34,11169018014,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MAA^I,"Mid-America Apartment Communities, Inc.",65.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maa^i
MSL,MidSouth Bancorp,14.75,167912731.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",18.16,453906784.7,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MCRN,Milacron Holdings Corp.,17.21,1189033135,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,"Miller Industries, Inc.",24.55,278691158.1,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,13.43,180202719.3,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,74.6,2617433728,n/a,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,25.36,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,21.51,612783074.9,n/a,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,6.4,85949636845,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,5.9,132693124,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.7,46927538099,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,9.44,9226836644,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,61.66,13691234212,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,"Model N, Inc.",12.2,343718944.8,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,12.5,625890300,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,37.3,995855616.6,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",230.53,17132997438,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,67.13,3826678520,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,93.74,15258427730,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,13.96,1012959964,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^B,Monmouth Real Estate Investment Corporation,25.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MNR^C,Monmouth Real Estate Investment Corporation,25.23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^c
MORE          ,"Monogram Residential Trust, Inc.",9.74,1626746349,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more
MON,Monsanto Company,116.22,50998224269,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MCO,Moody&#39;s Corporation,114.77,21955501000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,42.73,79041190629,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,23.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,29.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,29.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,27.13,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,28.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,26.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^k
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",16.131,221389264.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,19.96,436754041.4,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.85,207068916.3,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.99,536335142,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",16.06,231457089.4,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",33.27,479690852.4,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),22.91,8041803365,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",84.21,13765712448,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,23.2,532473408,n/a,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,35.34,13384850986,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,19.6,1851678954,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",18.1075,162303588.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.5,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,77.98,2958558159,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",87.84,5001442704,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,97.77,8843875005,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MSG,MSG Networks Inc.,200.58,4722411593,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,23.5,1764347359,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn
MLI,"Mueller Industries, Inc.",29.62,1706173669,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,11.11,1772190708,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MULE,"MuleSoft, Inc.",22,2833311228,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule
MPSX,Multi Packaging Solutions International Limited,17.99,1397740930,n/a,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx
MUR,Murphy Oil Corporation,26.58,4586276587,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,68.56,2521337878,n/a,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,6.2,71300000,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",8.7,196240784.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,"MVC Capital, Inc.",25.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,"Myers Industries, Inc.",17.1,514354080.6,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
MYOV,Myovant Sciences Ltd.,12.76,768864276,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov
NBR,Nabors Industries Ltd.,9.6,2743687027,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",67,457866074,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,8.45,307974539,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp
NTEST,NASDAQ TEST STOCK,33.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest
NTEST.A,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.a
NTEST.B,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.b
NTEST.C,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.c
NBHC,National Bank Holdings Corporation,31.73,849795208,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NFG,National Fuel Gas Company,56.71,4844001302,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",66.98,52566414187,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,"National Health Investors, Inc.",75.33,3087275304,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,"National Oilwell Varco, Inc.",33.79,12841605427,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,"National Presto Industries, Inc.",102.9,719097716.4,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,37.76,5631506387,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
NNN^E,National Retail Properties,25.77,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^e
NNN^F,National Retail Properties,24.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^f
SID,National Steel Company,2.32,3148548669,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,23.54,1041798905,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nsa
NSM,Nationstar Mortgage Holdings Inc.,17.37,1698308638,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,26.35,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,"Natural Gas Services Group, Inc.",26.65,344780724,n/a,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",9.9,222402193.2,n/a,2012,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,32.2,393870593.2,n/a,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,"Natuzzi, S.p.A.",3.08,168947378.6,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,"Nautilus Group, Inc. (The)",18.8,577378042.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,"Navigant Consulting, Inc.",20.85,985136229,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NVGS,Navigator Holdings Ltd.,8.9,494233295.9,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nvgs
NNA,Navios Maritime Acquisition Corporation,1.65,250771933.5,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NM,Navios Maritime Holdings Inc.,1.53,179211052.7,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,17.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nm^h
NAP,Navios Maritime Midstream Partners LP,10.81,226223604.9,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/nap
NMM,Navios Maritime Partners LP,1.7,147159400.1,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,26.86,2631002324,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,10.22,0,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d
NCS,"NCI Building Systems, Inc.",16.9,1197664113,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,41.55,5040015000,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,"Neenah Paper, Inc.",77.25,1296873000,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NEFF,Neff Corporation,18.35,608476421.3,n/a,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/neff
NNI,"Nelnet, Inc.",40.76,1720693835,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,8.43,363155970,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
NETS,Netshoes (Cayman) Limited,16.75,519684428,n/a,2017,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nets
NSR,"Neustar, Inc.",33.2,1851794607,n/a,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
NVRO,Nevro Corp.,74.06,2169625322,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvro
HYB,"New America High Income Fund, Inc. (The)",9.46,221069964.3,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,"New Germany Fund, Inc. (The)",16.08,253271481.1,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
NWHM,New Home Company Inc. (The),11.89,248065814.1,n/a,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nwhm
IRL,"New Ireland Fund, Inc. (The)",13.64,72805109.52,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NEWM,New Media Investment Group Inc.,12.6,675535996.8,n/a,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/newm
NMFC,New Mountain Finance Corporation,14.55,1099568133,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,"New Oriental Education & Technology Group, Inc.",71.59,11271086431,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NEWR,"New Relic, Inc.",43.54,2298229728,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,16.1,4948079284,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nrz
SNR,New Senior Investment Group Inc.,9.7,796769795.2,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snr
NWY,"New York & Company, Inc.",1.45,93093033.4,n/a,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
NYCB,"New York Community Bancorp, Inc.",12.92,6318579721,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYCB^A,"New York Community Bancorp, Inc.",28.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^a
NYCB^U,"New York Community Bancorp, Inc.",50.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u
NYRT,"New York REIT, Inc.",8.62,1447250616,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nyrt
NYT,New York Times Company (The),17.2,2778667740,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NWL,Newell Brands Inc.,52.69,25454008359,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,34.76,6924002836,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,40.45,3496453384,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,455.39,5397563256,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
NEM,Newmont Mining Corporation,33.75,17996623673,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem
NR,"Newpark Resources, Inc.",7.95,706334294,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr
NXRT,"NexPoint Residential Trust, Inc.",25.16,529458712,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt
NEP,"NextEra Energy Partners, LP",33.33,1808076008,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep
NEE,"NextEra Energy, Inc.",135.55,63459450596,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee
NEE^C,"NextEra Energy, Inc.",26.6907,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^c
NEE^G,"NextEra Energy, Inc.",25.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^g
NEE^H,"NextEra Energy, Inc.",25.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^h
NEE^I,"NextEra Energy, Inc.",24.93,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^i
NEE^J,"NextEra Energy, Inc.",24.9836,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^j
NEE^K,"NextEra Energy, Inc.",25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^k
NEE^Q,"NextEra Energy, Inc.",62.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^q
NEE^R,"NextEra Energy, Inc.",53.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^r
NGL,NGL ENERGY PARTNERS LP,15.55,1713121854,n/a,2011,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ngl
NMK^B,"Niagara Mohawk Holdings, Inc.",96.05,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",97.24,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c
NLSN,Nielsen N.V.,40.4,14435009486,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/nlsn
NKE,"Nike, Inc.",54.2,89471547118,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke
NI,"NiSource, Inc",24.3,7872190019,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni
NL,"NL Industries, Inc.",10.45,508976487.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl
NOAH,Noah Holdings Ltd.,25.83,1458430404,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah
NE,Noble Corporation,4.52,1105976851,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ne
NBL,Noble Energy Inc.,31.53,13602500541,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,45.77,1455722539,n/a,2016,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nblx
NOK,Nokia Corporation,6.17,36008459424,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok
NOMD,Nomad Foods Limited,12.45,2267003344,n/a,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/nomd
NMR,Nomura Holdings Inc ADR,6.16,21702972251,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr
OSB,Norbord Inc.,28.22,2429171081,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/osb
NORD,"Nord Anglia Education, Inc.",32.18,3352338789,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord
NAO,Nordic American Offshore Ltd,1.11,68805400.17,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nao
NAT,Nordic American Tankers Limited,7.27,741319471.8,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nat
